date ,Organisme ,service ,moins de 1 an ,plus de 75 ans ,entre 1 et 75 ans ,TOTAL passages ,hospitalisés ,UHCD ,Transferts 
29/04/2013,CH de Saverne,S.A.U. (ADULTES),0,17,40,57,10,3,1
29/04/2013,CH de Sélestat,Acceuil des urgences,0,12,77,89,12,6,5
29/04/2013,CH de Thann,Urgences,0,6,35,41,2,2,1
29/04/2013,CH de Wissembourg,Urgences ,1,6,30,37,7,2,0
29/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,14,72,86,44,1,3
29/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,46,48,5,5,0
29/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,13,0,40,53,11,10,0
29/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,22,22,8,0,0
29/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,11,77,88,41,0,1
29/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,6,43,49,6,0,0
29/04/2013,Clinique des Diaconesses,SOS Main,0,0,36,36,0,0,0
29/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,6,67,73,3,7,1
29/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
29/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
28/04/2013,CCOM,CCOM Chirurgie,0,0,13,13,4,0,0
28/04/2013,CH Altkirch,Upatou,0,7,38,45,4,1,5
28/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,13,0,38,51,14,0,0
28/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,18,117,135,16,12,0
28/04/2013,CH de Guebwiller,UHTCD,0,4,45,49,0,3,0
28/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,14,0,26,40,6,1,0
28/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,21,111,132,15,8,1
28/04/2013,CH de Saverne,PEDIATRIE,5,0,11,16,2,0,0
28/04/2013,CH de Saverne,S.A.U. (ADULTES),0,8,30,38,10,5,0
28/04/2013,CH de Sélestat,Acceuil des urgences,4,6,72,82,9,3,0
28/04/2013,CH de Thann,Urgences,0,3,25,28,2,0,0
28/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,10,84,94,35,5,2
28/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,17,87,104,32,0,0
28/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,15,0,40,55,12,12,0
28/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,28,28,8,0,0
28/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,4,0,38,42,5,4,0
28/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,11,42,53,8,1,1
28/04/2013,Clinique des Diaconesses,SOS Main,0,2,28,30,0,0,0
28/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,1,76,77,2,5,3
28/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
28/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
27/04/2013,CCOM,CCOM Chirurgie,0,0,24,24,4,0,0
27/04/2013,CH Altkirch,Upatou,0,3,36,39,3,0,8
27/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,9,0,36,45,6,0,0
27/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,16,111,127,18,12,4
27/04/2013,CH de Guebwiller,UHTCD,0,0,34,34,1,2,6
27/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,17,28,3,0,0
27/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,18,107,125,20,7,5
27/04/2013,CH de Saverne,PEDIATRIE,3,0,16,19,0,0,0
27/04/2013,CH de Saverne,S.A.U. (ADULTES),0,9,46,55,3,5,2
27/04/2013,CH de Sélestat,Acceuil des urgences,1,6,63,70,7,4,0
27/04/2013,CH de Thann,Urgences,0,6,35,41,0,2,2
27/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,12,82,94,36,1,0
27/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,8,0,35,43,5,4,0
27/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),1,0,27,28,7,0,0
27/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,11,70,81,21,0,0
27/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,4,0,43,47,2,2,0
27/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,1,44,45,3,0,0
27/04/2013,Clinique des Diaconesses,SOS Main,0,0,28,28,0,0,0
27/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,7,64,71,0,3,5
27/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
27/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
26/04/2013,CCOM,CCOM Chirurgie,0,1,24,25,0,0,0
26/04/2013,CH Altkirch,Upatou,1,7,35,43,8,3,0
26/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,30,37,7,0,0
26/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,34,103,137,28,15,2
26/04/2013,CH de Guebwiller,UHTCD,0,3,39,42,3,2,3
26/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,18,29,6,2,0
26/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,24,97,121,10,19,2
26/04/2013,CH de Saverne,S.A.U. (ADULTES),0,10,41,51,15,5,0
26/04/2013,CH de Saverne,PEDIATRIE,7,0,17,24,1,0,0
26/04/2013,CH de Sélestat,Acceuil des urgences,1,8,56,65,9,3,3
26/04/2013,CH de Thann,Urgences,0,5,22,27,1,1,0
26/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,70,87,44,5,0
26/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,18,0,46,64,10,10,0
26/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),1,0,28,29,16,0,0
26/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,22,83,105,35,0,0
26/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,39,41,2,1,0
26/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,5,42,48,3,0,0
26/04/2013,Clinique des Diaconesses,SOS Main,0,4,24,28,1,0,0
26/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,3,76,79,4,12,2
26/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
26/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
25/04/2013,CCOM,CCOM Chirurgie,0,0,22,22,1,0,0
25/04/2013,CH Altkirch,Upatou,0,7,45,52,5,3,0
25/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,4,0,36,40,7,0,0
25/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,24,91,115,24,9,1
25/04/2013,CH de Guebwiller,UHTCD,0,2,39,41,0,0,2
25/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,6,0,28,34,4,2,0
25/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,27,116,143,19,7,4
25/04/2013,CH de Saverne,PEDIATRIE,7,0,20,27,2,1,0
25/04/2013,CH de Saverne,S.A.U. (ADULTES),0,9,49,58,8,3,0
25/04/2013,CH de Sélestat,Acceuil des urgences,1,9,60,70,11,3,1
25/04/2013,CH de Thann,Urgences,0,6,34,40,3,1,2
25/04/2013,CH de Wissembourg,Urgences ,1,7,23,31,5,1,1
25/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,23,66,89,45,9,3
25/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,40,42,6,6,0
25/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,13,0,31,44,9,8,0
25/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),1,0,32,33,18,0,0
25/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,22,82,104,38,0,0
25/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,4,35,40,3,0,1
25/04/2013,Clinique des Diaconesses,SOS Main,0,2,27,29,12,1,0
25/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,4,65,69,1,4,1
25/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
25/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
24/04/2013,CCOM,CCOM Chirurgie,0,1,25,26,2,0,0
24/04/2013,CH Altkirch,Upatou,0,2,24,26,4,1,2
24/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,46,53,9,0,0
24/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,1,26,96,123,22,13,2
24/04/2013,CH de Guebwiller,UHTCD,1,7,37,45,2,1,1
24/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,16,0,20,36,5,0,0
24/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,19,111,130,7,15,1
24/04/2013,CH de Saverne,PEDIATRIE,6,0,19,25,7,1,0
24/04/2013,CH de Saverne,S.A.U. (ADULTES),0,7,41,48,8,5,2
24/04/2013,CH de Sélestat,Acceuil des urgences,0,14,66,80,18,5,3
24/04/2013,CH de Thann,Urgences,1,8,49,58,5,1,0
24/04/2013,CH de Wissembourg,Urgences ,2,3,18,23,5,0,0
24/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,18,64,82,37,7,2
24/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,16,0,39,55,5,5,0
24/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,20,20,11,0,0
24/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,18,76,94,25,0,2
24/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,55,58,2,2,0
24/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,2,50,52,7,0,0
24/04/2013,Clinique des Diaconesses,SOS Main,0,1,28,29,13,1,0
24/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,7,59,66,0,8,1
24/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
24/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
23/04/2013,CCOM,CCOM Chirurgie,0,1,24,25,0,0,0
23/04/2013,CH Altkirch,Upatou,0,5,31,36,3,2,2
23/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,10,0,30,40,4,0,0
23/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,1,28,102,131,19,10,1
23/04/2013,CH de Guebwiller,UHTCD,0,6,32,38,1,2,4
23/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,7,0,21,28,3,1,0
23/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,29,113,143,21,12,3
23/04/2013,CH de Saverne,PEDIATRIE,2,0,12,14,2,0,0
23/04/2013,CH de Saverne,S.A.U. (ADULTES),0,6,28,34,9,5,1
23/04/2013,CH de Sélestat,Acceuil des urgences,0,18,71,89,14,6,1
23/04/2013,CH de Thann,Urgences,0,4,23,27,3,0,1
23/04/2013,CH de Wissembourg,Urgences ,0,7,20,27,4,2,0
23/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,14,65,79,42,0,2
23/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,4,0,44,48,8,8,0
23/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,22,80,102,47,0,0
23/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,15,0,34,49,12,11,0
23/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),2,0,24,26,13,0,0
23/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,4,31,35,6,0,2
23/04/2013,Clinique des Diaconesses,SOS Main,0,4,48,52,21,0,0
23/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,4,60,64,2,7,0
23/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
23/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
22/04/2013,CCOM,CCOM Chirurgie,0,0,30,30,3,0,0
22/04/2013,CH Altkirch,Upatou,0,7,26,33,5,0,0
22/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,12,0,34,46,5,0,0
22/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,24,109,133,21,8,0
22/04/2013,CH de Guebwiller,UHTCD,0,3,40,43,1,0,2
22/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,13,0,20,33,7,0,0
22/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,20,99,119,21,12,1
22/04/2013,CH de Saverne,PEDIATRIE,5,0,13,18,2,0,0
22/04/2013,CH de Saverne,S.A.U. (ADULTES),0,7,47,54,10,7,0
22/04/2013,CH de Sélestat,Acceuil des urgences,1,17,68,86,21,5,2
22/04/2013,CH de Thann,Urgences,0,4,43,47,2,1,1
22/04/2013,CH de Wissembourg,Urgences ,0,12,35,47,12,1,0
22/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,13,57,70,40,0,0
22/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,1,25,82,108,49,0,1
22/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,15,0,35,50,10,8,0
22/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,30,30,16,0,0
22/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,52,55,3,3,0
22/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,4,41,46,4,0,0
22/04/2013,Clinique des Diaconesses,SOS Main,0,2,42,44,2,0,0
22/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,7,58,66,2,7,4
22/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
22/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
21/04/2013,CCOM,CCOM Chirurgie,0,1,14,15,3,0,0
21/04/2013,CH Altkirch,Upatou,0,6,35,41,5,2,0
21/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,12,0,43,55,4,0,0
21/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,26,112,138,17,9,0
21/04/2013,CH de Guebwiller,UHTCD,0,4,32,36,2,1,1
21/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,18,0,24,42,5,2,0
21/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,16,98,115,16,11,4
21/04/2013,CH de Saverne,PEDIATRIE,2,0,22,24,1,1,0
21/04/2013,CH de Saverne,S.A.U. (ADULTES),0,10,45,55,9,4,1
21/04/2013,CH de Sélestat,Acceuil des urgences,1,4,72,77,11,4,1
21/04/2013,CH de Thann,Urgences,0,5,34,39,6,1,0
21/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,1,25,82,108,42,0,3
21/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,41,43,10,9,0
21/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,7,92,99,24,0,0
21/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,13,0,44,57,7,5,0
21/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,34,34,8,0,0
21/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,5,48,53,5,0,0
21/04/2013,Clinique des Diaconesses,SOS Main,0,0,13,13,0,0,0
21/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,3,67,70,2,6,1
21/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
21/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
20/04/2013,CCOM,CCOM Chirurgie,0,1,26,27,2,0,0
20/04/2013,CH Altkirch,Upatou,0,5,30,35,3,1,0
20/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,13,0,43,56,10,0,0
20/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,21,95,116,21,10,2
20/04/2013,CH de Guebwiller,UHTCD,1,4,39,44,2,0,1
20/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,14,0,21,35,2,0,1
20/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,19,119,138,15,10,1
20/04/2013,CH de Saverne,PEDIATRIE,7,0,17,24,3,0,0
20/04/2013,CH de Saverne,S.A.U. (ADULTES),0,7,44,51,16,1,1
20/04/2013,CH de Sélestat,Acceuil des urgences,2,9,68,79,17,4,0
20/04/2013,CH de Thann,Urgences,1,7,41,49,2,2,3
20/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,1,20,96,117,44,2,2
20/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,5,0,49,54,9,8,0
20/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,18,0,41,59,5,4,0
20/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,25,25,8,0,0
20/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,10,71,81,28,0,0
20/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,5,30,36,2,0,0
20/04/2013,Clinique des Diaconesses,SOS Main,0,0,32,32,0,0,0
20/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,2,0,69,71,2,4,2
20/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
20/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
19/04/2013,CCOM,CCOM Chirurgie,0,0,33,33,4,0,0
19/04/2013,CH Altkirch,Upatou,0,5,34,39,7,1,1
19/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,31,38,10,0,0
19/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,10,133,143,25,14,8
19/04/2013,CH de Guebwiller,UHTCD,1,4,38,43,0,0,1
19/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,13,0,22,35,7,1,1
19/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,25,117,143,20,10,5
19/04/2013,CH de Saverne,PEDIATRIE,5,0,15,20,0,0,0
19/04/2013,CH de Saverne,S.A.U. (ADULTES),0,12,37,49,8,2,1
19/04/2013,CH de Sélestat,Acceuil des urgences,1,14,62,77,19,4,0
19/04/2013,CH de Thann,Urgences,1,5,36,42,1,2,3
19/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,19,60,79,47,9,1
19/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,12,0,38,50,7,6,0
19/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,26,26,12,0,0
19/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,46,48,8,8,0
19/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,20,74,94,31,0,0
19/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),2,4,47,53,7,0,0
19/04/2013,Clinique des Diaconesses,SOS Main,0,1,32,33,1,0,0
19/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,2,6,59,67,2,8,2
19/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
19/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
18/04/2013,CCOM,CCOM Chirurgie,0,1,35,36,9,0,0
18/04/2013,CH Altkirch,Upatou,0,5,41,46,4,0,1
18/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,10,0,47,57,9,0,0
18/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,22,78,100,13,12,0
18/04/2013,CH de Guebwiller,UHTCD,1,7,47,55,1,1,2
18/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,14,0,22,36,10,1,0
18/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,20,118,138,16,15,7
18/04/2013,CH de Saverne,PEDIATRIE,5,0,21,26,6,0,0
18/04/2013,CH de Saverne,S.A.U. (ADULTES),0,15,42,57,9,1,0
18/04/2013,CH de Sélestat,Acceuil des urgences,0,12,69,81,18,9,3
18/04/2013,CH de Wissembourg,Urgences ,0,7,25,32,7,0,1
18/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,25,57,82,45,3,2
18/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,17,0,42,59,6,6,0
18/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,26,26,15,0,0
18/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,21,93,114,38,0,0
18/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,6,0,38,44,4,5,0
18/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,9,35,44,7,0,1
18/04/2013,Clinique des Diaconesses,SOS Main,0,2,26,28,0,0,1
18/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,2,64,66,2,7,3
18/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
18/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,35,35,0,0,0
17/04/2013,CCOM,CCOM Chirurgie,0,0,28,28,3,0,0
17/04/2013,CH Altkirch,Upatou,0,11,36,47,5,1,0
17/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,8,0,42,50,10,0,0
17/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,22,103,125,23,10,0
17/04/2013,CH de Guebwiller,UHTCD,0,6,42,48,2,3,5
17/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,7,0,28,35,8,2,0
17/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,3,18,118,139,19,8,4
17/04/2013,CH de Saverne,S.A.U. (ADULTES),0,8,45,53,4,4,0
17/04/2013,CH de Saverne,PEDIATRIE,3,0,18,21,1,0,0
17/04/2013,CH de Sélestat,Acceuil des urgences,1,10,71,82,18,1,2
17/04/2013,CH de Thann,Urgences,0,9,37,46,2,1,2
17/04/2013,CH de Wissembourg,Urgences ,0,6,33,39,7,0,0
17/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,57,74,37,3,1
17/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,4,0,50,54,7,6,0
17/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,16,83,99,41,0,0
17/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,14,0,43,57,13,12,0
17/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,34,34,14,0,0
17/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,4,32,37,5,0,0
17/04/2013,Clinique des Diaconesses,SOS Main,0,0,29,29,2,7,1
17/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,4,68,73,1,8,2
17/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
17/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,31,31,0,0,0
16/04/2013,CCOM,CCOM Chirurgie,0,1,28,29,3,0,0
16/04/2013,CH Altkirch,Upatou,0,10,27,37,3,2,2
16/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,5,0,43,48,10,0,0
16/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,26,107,133,21,10,0
16/04/2013,CH de Guebwiller,UHTCD,1,7,34,42,3,2,0
16/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,8,0,28,36,10,0,0
16/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,21,96,117,10,13,2
16/04/2013,CH de Saverne,S.A.U. (ADULTES),0,5,34,39,3,4,0
16/04/2013,CH de Saverne,PEDIATRIE,6,0,20,26,3,1,0
16/04/2013,CH de Sélestat,Acceuil des urgences,3,13,75,91,15,5,2
16/04/2013,CH de Thann,Urgences,0,8,42,50,6,1,0
16/04/2013,CH de Wissembourg,Urgences ,2,9,31,42,8,0,0
16/04/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,18,64,82,42,3,0
16/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,37,39,5,5,0
16/04/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,22,87,109,47,0,0
16/04/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,5,0,40,45,4,4,0
16/04/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),1,0,31,32,16,0,0
16/04/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,1,45,46,3,0,0
16/04/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,6,60,67,2,8,2
16/04/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
16/04/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
15/04/2013,CCOM,CCOM Chirurgie,0,1,29,30,6,0,0
15/04/2013,CH Altkirch,Upatou,0,7,45,52,6,2,4
15/04/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,4,0,41,45,8,0,0
15/04/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,21,124,145,24,13,3
15/04/2013,CH de Guebwiller,UHTCD,0,4,35,39,3,1,0
15/04/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,18,0,27,45,3,1,0
15/04/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,22,101,123,16,12,1
